,model,numb_vars,formula,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean|,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_mean,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
0,projyear,2,bm ~ ndii7 + nir + ndii7:nir,0.5538,,43719.1056,567.9247,60.2441,16.4104,0.6708,0.0712,0.7973,,25.6997,,,,,,,383.9926,1.2716,31.0564,392.7683,433.5258,0.4639,0.0304,0.512
0,projyear,2,bm ~ ndii7 + swir1 + ndii7:swir1,0.5541,,43717.8116,569.8505,54.1185,17.4164,0.673,0.0639,0.7848,,20.5296,,,,,,,396.5745,1.3131,32.9398,399.1047,431.0188,0.4714,0.0242,0.5091
0,projyear,2,bm ~ ndii7 + swir2 + ndii7:swir2,0.5709,,43658.8881,563.8281,54.7217,14.8875,0.6659,0.0646,0.7783,,22.0849,,,,,,,384.6295,1.2734,28.1838,389.115,422.9477,0.4596,0.0261,0.4995
0,projyear,2,bm ~ ndii7 + bai_126 + ndii7:bai_126,0.4967,,43913.0846,589.7095,56.6484,25.4685,0.6965,0.0669,0.8145,,26.0219,,,,,,,397.676,1.3171,48.1501,418.7127,457.5826,0.4945,0.0307,0.5404
0,projyear,2,bm ~ ndii7 + bai_136 + ndii7:bai_136,0.4823,,43960.6592,596.1997,54.0898,21.1008,0.7041,0.0639,0.8158,,23.2102,,,,,,,427.0741,1.4146,39.8961,427.286,460.5501,0.5046,0.0274,0.5439
0,projyear,2,bm ~ ndii7 + bai_236 + ndii7:bai_236,0.4082,,44197.3048,624.929,48.7784,25.3722,0.7381,0.0576,0.8385,,19.0886,,,,,,,453.8643,1.5028,47.9561,454.6591,481.5393,0.537,0.0225,0.5687
0,projyear,2,bm ~ nir + swir1 + nir:swir1,0.5561,,43710.8893,569.4096,54.4375,18.35,0.6725,0.0643,0.7859,,21.2516,,,,,,,393.82,1.3037,34.706,400.1846,434.5775,0.4726,0.0251,0.5133
0,projyear,2,bm ~ nir + swir2 + nir:swir2,0.569,,43665.6148,564.2384,53.2715,15.7638,0.6664,0.0629,0.7765,,22.1062,,,,,,,380.5852,1.26,29.8411,390.7712,424.9988,0.4615,0.0261,0.5019
0,projyear,2,bm ~ nir + bai_126 + nir:bai_126,0.2566,,44653.3661,673.3592,66.2508,30.9337,0.7953,0.0782,0.9267,,29.9822,,,,,,,470.2965,1.5558,58.5038,479.0045,529.7472,0.5657,0.0354,0.6257
0,projyear,2,bm ~ nir + bai_136 + nir:bai_136,0.3798,,44285.2281,630.953,70.871,28.2111,0.7452,0.0837,0.8922,,31.9825,,,,,,,440.2222,1.4575,53.3255,447.1584,499.2014,0.5281,0.0378,0.5896
0,projyear,2,bm ~ nir + bai_236 + nir:bai_236,0.4064,,44202.9654,621.3267,69.5613,23.1346,0.7338,0.0822,0.8779,,30.368,,,,,,,430.6216,1.4256,43.7359,438.3083,487.0378,0.5177,0.0359,0.5752
0,projyear,2,bm ~ nir + bai_246 + nir:bai_246,0.5809,,43623.0177,560.7837,58.013,15.9631,0.6623,0.0685,0.7822,,25.4578,,,,,,,381.2419,1.2624,30.2132,389.4096,428.4369,0.4599,0.0301,0.506
0,projyear,2,bm ~ swir1 + bai_126 + swir1:bai_126,0.5488,,43736.5779,570.3685,55.9936,19.4717,0.6736,0.0661,0.7894,,22.4655,,,,,,,387.1733,1.2819,36.8187,398.2219,435.1126,0.4703,0.0265,0.5139
0,projyear,2,bm ~ swir1 + bai_246 + swir1:bai_246,0.5494,,43734.2101,570.4445,53.4412,18.3187,0.6737,0.0631,0.7833,,20.5978,,,,,,,391.0527,1.2948,34.6422,399.9969,432.2506,0.4724,0.0243,0.5105
0,projyear,2,bm ~ swir2 + bai_126 + swir2:bai_126,0.5682,,43668.2744,563.8634,54.2886,16.4594,0.666,0.0641,0.7777,,22.7815,,,,,,,375.088,1.2418,31.1503,388.9673,425.0437,0.4594,0.0269,0.502
0,projyear,2,bm ~ swir2 + bai_246 + swir2:bai_246,0.5666,,43673.8704,564.2341,53.8787,15.3038,0.6664,0.0636,0.7765,,21.8973,,,,,,,380.7622,1.2606,28.9696,390.012,423.2245,0.4606,0.0259,0.4999
0,projyear,2,bm ~ bai_126 + bai_136 + bai_126:bai_136,0.3569,,44354.9706,636.9593,68.8216,30.7554,0.7523,0.0813,0.8965,,30.6751,,,,,,,432.9689,1.4338,58.107,456.6227,504.7645,0.5393,0.0362,0.5962
0,projyear,2,bm ~ bai_126 + bai_236 + bai_126:bai_236,0.3574,,44353.6732,637.3569,69.7502,30.1328,0.7528,0.0824,0.8983,,30.87,,,,,,,439.7458,1.4563,56.9264,457.6411,506.3218,0.5405,0.0365,0.598
0,projyear,2,bm ~ bai_126 + bai_246 + bai_126:bai_246,0.3902,,44253.0321,632.3532,58.252,35.3882,0.7468,0.0688,0.8655,,27.9364,,,,,,,464.9364,1.5395,66.8919,460.2278,501.5034,0.5436,0.033,0.5923
0,projyear,2,bm ~ bai_136 + bai_246 + bai_136:bai_246,0.4091,,44194.4964,619.5287,64.0954,27.4752,0.7317,0.0757,0.8656,,29.111,,,,,,,434.8031,1.4401,51.9256,446.3653,489.0614,0.5272,0.0344,0.5776
0,projyear,2,bm ~ bai_236 + bai_246 + bai_236:bai_246,0.3263,,44447.2973,649.1103,60.6686,29.5909,0.7666,0.0717,0.8933,,25.1436,,,,,,,459.5585,1.5217,55.9083,471.9172,508.4317,0.5574,0.0297,0.6005
0,projyear,3,bm ~ dfi + ndvi + satvi + dfi:ndvi + dfi:satvi + ndvi:satvi,0.523,,43829.605,582.4959,49.1687,14.9817,0.688,0.0581,0.7861,,21.2805,,,,,,,406.8711,1.3471,28.4077,410.8837,438.7075,0.4853,0.0251,0.5181
0,projyear,3,bm ~ dfi + ndvi + nir + dfi:ndvi + dfi:nir + ndvi:nir,0.534,,43792.2175,577.6924,59.4958,16.2774,0.6823,0.0703,0.8057,,26.2546,,,,,,,384.2518,1.2723,30.824,399.7926,440.1668,0.4722,0.031,0.5199
0,projyear,3,bm ~ dfi + ndvi + bai_126 + dfi:ndvi + dfi:bai_126 + ndvi:bai_126,0.4992,,43909.566,589.5985,54.7112,18.6924,0.6963,0.0646,0.8092,,24.2778,,,,,,,383.8149,1.2709,35.3912,411.4087,447.4688,0.4859,0.0287,0.5285
0,projyear,3,bm ~ dfi + ndvi + bai_246 + dfi:ndvi + dfi:bai_246 + ndvi:bai_246,0.5016,,43901.6142,587.6426,58.1919,17.2465,0.694,0.0687,0.8144,,25.7241,,,,,,,382.4603,1.2664,32.6555,407.4978,446.273,0.4813,0.0304,0.5271
0,projyear,3,bm ~ dfi + ndti + ndii7 + dfi:ndti + dfi:ndii7 + ndti:ndii7,0.4793,,43975.2848,595.6067,55.8592,17.3451,0.7034,0.066,0.819,,23.782,,,,,,,394.8036,1.3072,32.8577,416.16,451.9347,0.4915,0.0281,0.5338
0,projyear,3,bm ~ dfi + ndti + nir + dfi:ndti + dfi:nir + ndti:nir,0.5154,,43855.3225,585.564,61.4841,19.0529,0.6916,0.0726,0.8199,,26.5279,,,,,,,382.8726,1.2678,36.0475,405.1444,447.0574,0.4785,0.0313,0.528
0,projyear,3,bm ~ dfi + ndti + bai_126 + dfi:ndti + dfi:bai_126 + ndti:bai_126,0.4598,,44038.7014,606.4148,55.6302,23.4079,0.7162,0.0657,0.8307,,24.7291,,,,,,,380.1118,1.2586,44.2858,423.539,460.5881,0.5002,0.0292,0.544
0,projyear,3,bm ~ dfi + ndti + bai_136 + dfi:ndti + dfi:bai_136 + ndti:bai_136,0.5021,,43899.9278,588.235,57.0841,16.189,0.6947,0.0674,0.8101,,26.3689,,,,,,,400.3572,1.3259,30.6762,412.1004,450.0369,0.4867,0.0311,0.5315
0,projyear,3,bm ~ dfi + ndti + bai_236 + dfi:ndti + dfi:bai_236 + ndti:bai_236,0.5246,,43824.2926,580.7077,51.1945,14.56,0.6858,0.0605,0.7872,,22.3617,,,,,,,400.1463,1.3251,27.6059,406.1692,436.496,0.4797,0.0264,0.5155
0,projyear,3,bm ~ dfi + ndti + bai_246 + dfi:ndti + dfi:bai_246 + ndti:bai_246,0.4677,,44012.959,599.2007,57.2665,19.041,0.7077,0.0676,0.8263,,25.3672,,,,,,,380.8413,1.2609,36.0598,417.1337,454.339,0.4927,0.03,0.5366
0,projyear,3,bm ~ dfi + satvi + ndii7 + dfi:satvi + dfi:ndii7 + satvi:ndii7,0.4919,,43933.8011,593.7561,51.5629,15.097,0.7013,0.0609,0.8049,,21.8776,,,,,,,414.8627,1.3738,28.6189,418.1765,447.4436,0.4939,0.0258,0.5285
0,projyear,3,bm ~ dfi + satvi + nir + dfi:satvi + dfi:nir + satvi:nir,0.3966,,44238.26,627.2833,71.2035,24.051,0.7409,0.0841,0.886,,31.4055,,,,,,,422.7953,1.3997,45.5158,438.5472,488.0652,0.5179,0.0371,0.5764
0,projyear,3,bm ~ dfi + satvi + swir1 + dfi:satvi + dfi:swir1 + satvi:swir1,0.5692,,43669.4055,564.6319,56.737,16.2339,0.6669,0.067,0.7845,,23.9673,,,,,,,386.9528,1.281,30.7247,390.9228,430.4391,0.4617,0.0283,0.5084
0,projyear,3,bm ~ dfi + satvi + bai_126 + dfi:satvi + dfi:bai_126 + satvi:bai_126,0.3382,,44416.6559,645.6428,67.7836,21.6895,0.7625,0.0801,0.9035,,29.5678,,,,,,,421.0872,1.3942,41.0787,450.512,496.9017,0.5321,0.0349,0.5869
0,projyear,3,bm ~ dfi + satvi + bai_236 + dfi:satvi + dfi:bai_236 + satvi:bai_236,0.4095,,44198.3421,623.344,67.2858,17.7061,0.7362,0.0795,0.873,,28.6029,,,,,,,433.7262,1.4361,33.5434,437.259,479.7169,0.5164,0.0338,0.5666
0,projyear,3,bm ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,0.5687,,43671.1873,564.9454,55.5578,15.7717,0.6672,0.0656,0.7814,,24.2461,,,,,,,388.8387,1.2876,29.8557,391.6071,429.0876,0.4625,0.0286,0.5068
0,projyear,3,bm ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,0.5749,,43649.0932,563.6551,53.7877,15.155,0.6657,0.0635,0.7776,,21.048,,,,,,,392.3133,1.2988,28.6906,392.0849,425.5936,0.4631,0.0249,0.5026
0,projyear,3,bm ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,0.5779,,43638.2819,562.126,55.8304,14.4878,0.6639,0.0659,0.7802,,22.9722,,,,,,,385.0627,1.2749,27.4302,388.4628,424.2283,0.4588,0.0271,0.501
0,projyear,3,bm ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,0.5209,,43836.6055,583.3348,50.3576,21.2159,0.689,0.0595,0.7892,,24.0331,,,,,,,389.4382,1.2897,40.1525,409.9957,444.2108,0.4842,0.0284,0.5246
0,projyear,3,bm ~ dfi + ndii7 + bai_136 + dfi:ndii7 + dfi:bai_136 + ndii7:bai_136,0.5182,,43845.8815,583.0336,53.9659,15.3599,0.6886,0.0637,0.8005,,23.0216,,,,,,,411.0323,1.3614,29.096,408.9918,442.3476,0.483,0.0272,0.5224
0,projyear,3,bm ~ dfi + ndii7 + bai_236 + dfi:ndii7 + dfi:bai_236 + ndii7:bai_236,0.4743,,43991.4793,600.3696,49.5333,16.1237,0.7091,0.0585,0.8124,,19.3865,,,,,,,434.0495,1.4372,30.5423,425.1782,453.9955,0.5022,0.0229,0.5362
0,projyear,3,bm ~ dfi + nir + swir1 + dfi:nir + dfi:swir1 + nir:swir1,0.5626,,43692.7359,567.1763,51.9011,16.3328,0.6699,0.0613,0.775,,20.4844,,,,,,,390.5552,1.2929,30.9152,394.6944,427.6662,0.4662,0.0242,0.5051
0,projyear,3,bm ~ dfi + nir + swir2 + dfi:nir + dfi:swir2 + nir:swir2,0.5694,,43668.6447,564.2827,52.6825,15.4697,0.6664,0.0622,0.7743,,22.2058,,,,,,,381.4463,1.2628,29.2862,390.5871,424.075,0.4613,0.0262,0.5009
0,projyear,3,bm ~ dfi + nir + bai_126 + dfi:nir + dfi:bai_126 + nir:bai_126,0.3406,,44409.4767,643.5787,69.3687,31.0692,0.7601,0.0819,0.9011,,31.5017,,,,,,,447.0302,1.4795,58.7114,456.0808,510.4681,0.5387,0.0372,0.6029
0,projyear,3,bm ~ dfi + nir + bai_136 + dfi:nir + dfi:bai_136 + nir:bai_136,0.3851,,44273.9958,630.6062,70.666,25.9595,0.7448,0.0835,0.8911,,31.2311,,,,,,,430.9956,1.4269,49.1052,445.4529,496.0082,0.5261,0.0369,0.5858
0,projyear,3,bm ~ dfi + nir + bai_236 + dfi:nir + dfi:bai_236 + nir:bai_236,0.4098,,44197.2367,623.1964,68.6727,21.0871,0.736,0.0811,0.8783,,29.0851,,,,,,,427.8529,1.4163,39.8991,437.7874,484.8111,0.5171,0.0344,0.5726
0,projyear,3,bm ~ dfi + nir + bai_246 + dfi:nir + dfi:bai_246 + nir:bai_246,0.5861,,43609.0583,560.1585,56.4321,14.4762,0.6616,0.0666,0.7776,,24.8003,,,,,,,381.9826,1.2648,27.426,388.2906,426.1028,0.4586,0.0293,0.5033
0,projyear,3,bm ~ dfi + swir1 + bai_126 + dfi:swir1 + dfi:bai_126 + swir1:bai_126,0.5586,,43706.9523,566.2247,55.5328,17.1105,0.6687,0.0656,0.7846,,22.935,,,,,,,385.6717,1.2767,32.3793,392.3996,431.425,0.4634,0.0271,0.5095
0,projyear,3,bm ~ dfi + swir1 + bai_246 + dfi:swir1 + dfi:bai_246 + swir1:bai_246,0.5733,,43654.7622,562.4864,50.1893,14.9887,0.6643,0.0593,0.766,,19.751,,,,,,,387.1682,1.2817,28.3851,390.2723,420.9073,0.4609,0.0233,0.4971
0,projyear,3,bm ~ dfi + swir2 + bai_126 + dfi:swir2 + dfi:bai_126 + swir2:bai_126,0.5699,,43666.8181,563.1076,54.5146,16.0702,0.6651,0.0644,0.7779,,23.0105,,,,,,,376.107,1.2451,30.4173,388.0793,424.6739,0.4583,0.0272,0.5016
0,projyear,3,bm ~ dfi + swir2 + bai_246 + dfi:swir2 + dfi:bai_246 + swir2:bai_246,0.5695,,43668.5273,563.3968,53.3985,14.598,0.6654,0.0631,0.7748,,21.7835,,,,,,,381.3658,1.2626,27.6475,389.2129,422.3232,0.4597,0.0257,0.4988
0,projyear,3,bm ~ dfi + bai_126 + bai_136 + dfi:bai_126 + dfi:bai_136 + bai_126:bai_136,0.3658,,44333.208,635.7341,67.4412,23.3067,0.7508,0.0797,0.893,,29.0045,,,,,,,421.6219,1.3961,44.0921,445.6981,492.9065,0.5264,0.0343,0.5821
0,projyear,3,bm ~ dfi + bai_126 + bai_236 + dfi:bai_126 + dfi:bai_236 + bai_126:bai_236,0.3653,,44334.458,636.2391,68.3151,23.0028,0.7514,0.0807,0.8938,,29.3006,,,,,,,427.4953,1.4156,43.5152,446.9642,493.4796,0.5279,0.0346,0.5828
0,projyear,3,bm ~ dfi + bai_126 + bai_246 + dfi:bai_126 + dfi:bai_246 + bai_126:bai_246,0.4027,,44219.3649,625.0092,57.9503,25.6431,0.7382,0.0684,0.8557,,26.4787,,,,,,,454.3436,1.5045,48.5564,449.0116,488.2589,0.5303,0.0313,0.5767
0,projyear,3,bm ~ dfi + bai_136 + bai_246 + dfi:bai_136 + dfi:bai_246 + bai_136:bai_246,0.4559,,44051.0827,603.6713,60.8893,17.3807,0.713,0.0719,0.8413,,27.8155,,,,,,,416.7622,1.3804,32.9302,424.5025,465.7124,0.5014,0.0329,0.55
0,projyear,3,bm ~ dfi + bai_236 + bai_246 + dfi:bai_236 + dfi:bai_246 + bai_236:bai_246,0.3796,,44290.9184,630.5726,57.8123,17.6069,0.7447,0.0683,0.8642,,23.3086,,,,,,,439.9617,1.4569,33.3472,443.2786,474.5183,0.5235,0.0275,0.5604
0,projyear,3,bm ~ ndvi + satvi + nir + ndvi:satvi + ndvi:nir + satvi:nir,0.5513,,43732.5391,570.254,60.7212,18.788,0.6735,0.0717,0.8008,,25.5485,,,,,,,393.7308,1.3038,35.5215,400.537,441.5768,0.4731,0.0302,0.5215
0,projyear,3,bm ~ ndvi + satvi + bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,0.5211,,43835.946,586.0655,57.8272,20.3077,0.6922,0.0683,0.8101,,25.2282,,,,,,,413.0666,1.3678,38.411,417.0303,454.0417,0.4925,0.0298,0.5362
0,projyear,3,bm ~ ndvi + satvi + bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,0.4982,,43912.8549,590.4369,61.1927,22.3417,0.6973,0.0723,0.8233,,26.5917,,,,,,,407.3018,1.3487,42.2373,420.4002,461.0459,0.4965,0.0314,0.5445
0,projyear,3,bm ~ ndvi + nir + bai_126 + ndvi:nir + ndvi:bai_126 + nir:bai_126,0.5386,,43776.527,572.3298,66.9134,16.0695,0.676,0.079,0.8172,,28.0825,,,,,,,384.6891,1.2739,30.3972,394.6469,438.5962,0.4661,0.0332,0.518
0,projyear,3,bm ~ ndvi + nir + bai_246 + ndvi:nir + ndvi:bai_246 + nir:bai_246,0.6104,,43519.7137,552.2942,50.725,15.0796,0.6523,0.0599,0.7538,,21.6327,,,,,,,379.8084,1.2573,28.5592,383.5692,415.1215,0.453,0.0255,0.4903
0,projyear,3,bm ~ ndvi + bai_126 + bai_246 + ndvi:bai_126 + ndvi:bai_246 + bai_126:bai_246,0.4778,,43980.1396,600.22,63.2532,25.6813,0.7089,0.0747,0.8391,,28.331,,,,,,,398.1243,1.3186,48.5253,425.4521,465.9486,0.5025,0.0335,0.5503
0,projyear,3,bm ~ ndti + ndii7 + nir + ndti:ndii7 + ndti:nir + ndii7:nir,0.5734,,43654.3825,563.057,56.0051,14.8385,0.665,0.0661,0.7812,,23.7203,,,,,,,388.6748,1.287,28.0899,389.8959,427.0579,0.4605,0.028,0.5044
0,projyear,3,bm ~ ndti + ndii7 + bai_126 + ndti:ndii7 + ndti:bai_126 + ndii7:bai_126,0.5414,,43766.8488,577.5137,54.0518,17.593,0.6821,0.0638,0.7942,,23.802,,,,,,,397.5125,1.3164,33.3076,405.3428,442.1832,0.4787,0.0281,0.5222
0,projyear,3,bm ~ ndti + ndii7 + bai_136 + ndti:ndii7 + ndti:bai_136 + ndii7:bai_136,0.5123,,43865.7321,585.1011,54.0621,15.9349,0.691,0.0639,0.7997,,23.5712,,,,,,,403.5547,1.3366,30.174,408.9141,440.8544,0.4829,0.0278,0.5207
0,projyear,3,bm ~ ndti + ndii7 + bai_236 + ndti:ndii7 + ndti:bai_236 + ndii7:bai_236,0.4966,,43918.2682,590.1926,50.0063,15.5557,0.697,0.0591,0.7953,,21.2326,,,,,,,406.0626,1.3448,29.4584,413.3383,441.5013,0.4882,0.0251,0.5214
0,projyear,3,bm ~ ndti + nir + bai_126 + ndti:nir + ndti:bai_126 + nir:bai_126,0.4886,,43944.6032,593.1503,59.8273,17.2505,0.7005,0.0707,0.824,,25.724,,,,,,,398.5165,1.3191,32.6807,411.4444,452.5539,0.4859,0.0304,0.5345
0,projyear,3,bm ~ ndti + nir + bai_136 + ndti:nir + ndti:bai_136 + nir:bai_136,0.4913,,43935.5842,592.3788,60.6831,16.7979,0.6996,0.0717,0.8241,,27.8315,,,,,,,401.8258,1.3307,31.8239,411.0322,453.2694,0.4855,0.0329,0.5353
0,projyear,3,bm ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,0.5003,,43906.0609,589.971,59.1962,15.4008,0.6968,0.0699,0.8168,,25.6642,,,,,,,400.5185,1.3262,29.1719,407.0311,444.2576,0.4807,0.0303,0.5247
0,projyear,3,bm ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,0.5855,,43611.0033,561.7607,57.5861,15.0534,0.6635,0.068,0.7821,,25.2863,,,,,,,384.337,1.2726,28.5028,389.7285,428.2816,0.4603,0.0299,0.5058
0,projyear,3,bm ~ ndti + bai_126 + bai_136 + ndti:bai_126 + ndti:bai_136 + bai_126:bai_136,0.4956,,43921.4824,590.6554,58.6668,15.7063,0.6976,0.0693,0.8162,,25.8799,,,,,,,401.6633,1.3302,29.7477,408.2231,445.0037,0.4821,0.0306,0.5256
0,projyear,3,bm ~ ndti + bai_126 + bai_236 + ndti:bai_126 + ndti:bai_236 + bai_126:bai_236,0.491,,43936.8549,592.2477,57.853,15.7514,0.6995,0.0683,0.8168,,25.3469,,,,,,,401.2443,1.3288,29.8333,409.8942,446.1632,0.4841,0.0299,0.5269
0,projyear,3,bm ~ ndti + bai_126 + bai_246 + ndti:bai_126 + ndti:bai_246 + bai_126:bai_246,0.4792,,43975.5787,600.3121,54.5586,18.9117,0.709,0.0644,0.8203,,24.0658,,,,,,,403.6166,1.3364,35.8173,423.2633,457.0537,0.4999,0.0284,0.5398
0,projyear,3,bm ~ ndti + bai_136 + bai_246 + ndti:bai_136 + ndti:bai_246 + bai_136:bai_246,0.4943,,43925.6646,591.5107,57.3041,16.5239,0.6986,0.0677,0.8147,,25.7387,,,,,,,403.487,1.3363,31.2959,413.1447,448.6892,0.4879,0.0304,0.5299
0,projyear,3,bm ~ ndti + bai_236 + bai_246 + ndti:bai_236 + ndti:bai_246 + bai_236:bai_246,0.4851,,43956.1757,593.8889,54.6443,15.6796,0.7014,0.0645,0.8107,,23.2563,,,,,,,405.392,1.3426,29.6944,413.801,445.0518,0.4887,0.0275,0.5256
0,projyear,3,bm ~ satvi + ndii7 + nir + satvi:ndii7 + satvi:nir + ndii7:nir,0.574,,43652.3197,562.803,53.3652,14.888,0.6647,0.063,0.7712,,23.3176,,,,,,,387.3471,1.2826,28.1836,389.6789,424.4234,0.4602,0.0275,0.5013
0,projyear,3,bm ~ satvi + ndii7 + swir1 + satvi:ndii7 + satvi:swir1 + ndii7:swir1,0.571,,43663.0394,564.6036,54.2884,15.2591,0.6668,0.0641,0.7777,,21.8197,,,,,,,391.0082,1.2947,28.8771,393.3679,425.961,0.4646,0.0258,0.5031
0,projyear,3,bm ~ satvi + ndii7 + bai_126 + satvi:ndii7 + satvi:bai_126 + ndii7:bai_126,0.5477,,43744.7784,573.7744,49.4581,17.5117,0.6777,0.0584,0.7769,,22.6104,,,,,,,404.1592,1.3384,33.1558,405.5793,437.2104,0.479,0.0267,0.5164
0,projyear,3,bm ~ satvi + ndii7 + bai_236 + satvi:ndii7 + satvi:bai_236 + ndii7:bai_236,0.4949,,43923.8322,593.6266,50.7076,16.2781,0.7011,0.0599,0.8032,,21.8465,,,,,,,423.1857,1.4014,30.8283,420.8928,450.581,0.4971,0.0258,0.5322
0,projyear,3,bm ~ satvi + nir + swir1 + satvi:nir + satvi:swir1 + nir:swir1,0.5775,,43639.9013,563.6646,55.2644,15.8304,0.6657,0.0653,0.7809,,21.9724,,,,,,,392.3869,1.2992,29.9438,393.2964,426.8505,0.4645,0.026,0.5041
0,projyear,3,bm ~ satvi + nir + bai_236 + satvi:nir + satvi:bai_236 + nir:bai_236,0.4209,,44162.5473,617.4874,69.0807,21.1456,0.7293,0.0816,0.8705,,30.3532,,,,,,,430.4706,1.4252,39.991,432.3469,479.0959,0.5106,0.0358,0.5658
0,projyear,3,bm ~ satvi + nir + bai_246 + satvi:nir + satvi:bai_246 + nir:bai_246,0.5984,,43564.1695,555.1888,51.9395,15.8392,0.6557,0.0613,0.7617,,21.0406,,,,,,,384.5772,1.2733,29.9764,386.6362,419.5598,0.4566,0.0249,0.4955
0,projyear,3,bm ~ satvi + swir1 + bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,0.5662,,43679.9523,565.6542,57.8165,14.5707,0.6681,0.0683,0.7843,,22.5741,,,,,,,385.9261,1.2778,27.5793,388.2877,421.8218,0.4586,0.0267,0.4982
0,projyear,3,bm ~ satvi + swir1 + bai_246 + satvi:swir1 + satvi:bai_246 + swir1:bai_246,0.5763,,43644.0517,563.1078,53.5835,15.9133,0.6651,0.0633,0.7758,,20.8384,,,,,,,392.4297,1.2993,30.1122,394.2777,426.5088,0.4657,0.0246,0.5037
0,projyear,3,bm ~ satvi + bai_126 + bai_236 + satvi:bai_126 + satvi:bai_236 + bai_126:bai_236,0.4154,,44179.7602,619.3671,66.021,18.7845,0.7315,0.078,0.8668,,27.8437,,,,,,,436.3524,1.4448,35.5456,433.7748,475.3625,0.5123,0.0329,0.5614
0,projyear,3,bm ~ satvi + bai_126 + bai_246 + satvi:bai_126 + satvi:bai_246 + bai_126:bai_246,0.4137,,44185.077,629.4524,60.593,24.7572,0.7434,0.0716,0.8701,,28.1517,,,,,,,424.201,1.4048,46.8289,446.4273,490.0061,0.5273,0.0332,0.5787
0,projyear,3,bm ~ satvi + bai_236 + bai_246 + satvi:bai_236 + satvi:bai_246 + bai_236:bai_246,0.4161,,44177.4687,620.1203,63.4103,20.7567,0.7324,0.0749,0.8616,,27.6346,,,,,,,437.9547,1.4503,39.2662,439.0208,479.8192,0.5185,0.0326,0.5667
0,projyear,3,bm ~ ndii7 + nir + swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,0.5749,,43649.0833,563.1075,57.107,15.0922,0.6651,0.0674,0.7839,,24.3901,,,,,,,389.2596,1.289,28.5647,390.4704,428.5114,0.4612,0.0288,0.5061
0,projyear,3,bm ~ ndii7 + nir + swir2 + ndii7:nir + ndii7:swir2 + nir:swir2,0.5834,,43618.6285,560.0386,55.2829,14.4078,0.6614,0.0653,0.7759,,22.8795,,,,,,,385.4561,1.2761,27.2803,387.3377,422.2615,0.4575,0.027,0.4987
0,projyear,3,bm ~ ndii7 + nir + bai_126 + ndii7:nir + ndii7:bai_126 + nir:bai_126,0.5614,,43696.8577,564.4172,61.7432,16.4017,0.6666,0.0729,0.7976,,26.0619,,,,,,,380.6025,1.2605,31.039,389.0537,431.6609,0.4595,0.0308,0.5098
0,projyear,3,bm ~ ndii7 + nir + bai_136 + ndii7:nir + ndii7:bai_136 + nir:bai_136,0.5819,,43624.1472,559.91,50.6277,15.0982,0.6613,0.0598,0.759,,21.3878,,,,,,,388.3986,1.2862,28.5797,387.3661,417.5909,0.4575,0.0253,0.4932
0,projyear,3,bm ~ ndii7 + nir + bai_236 + ndii7:nir + ndii7:bai_236 + nir:bai_236,0.5975,,43567.4627,554.8289,47.7878,14.7845,0.6553,0.0564,0.7485,,20.8756,,,,,,,387.0437,1.2817,27.9946,384.0996,414.9527,0.4536,0.0247,0.4901
0,projyear,3,bm ~ ndii7 + swir1 + bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,0.577,,43641.8219,563.1242,56.6615,17.0823,0.6651,0.0669,0.7832,,22.6805,,,,,,,392.6308,1.3003,32.3115,393.604,429.0789,0.4649,0.0268,0.5068
0,projyear,3,bm ~ ndii7 + swir2 + bai_126 + ndii7:swir2 + ndii7:bai_126 + swir2:bai_126,0.5824,,43622.299,560.7572,56.1794,15.0381,0.6623,0.0664,0.7782,,22.9551,,,,,,,383.5974,1.2702,28.4649,387.2914,422.7287,0.4574,0.0271,0.4993
0,projyear,3,bm ~ ndii7 + bai_126 + bai_136 + ndii7:bai_126 + ndii7:bai_136 + bai_126:bai_136,0.5493,,43739.2487,573.5956,49.2206,20.8592,0.6774,0.0581,0.7763,,22.7069,,,,,,,408.1989,1.3522,39.4556,408.3937,440.6543,0.4823,0.0268,0.5204
