Date,Pasture,PD,Plot,High_cm,Low_cm,Total Weight (g/m^2),Mean.GPS_E.Biomass,Mean.GPS_N.Biomass,Year,vor_reading_ct
2021-06-28,center owens,No,11,12.0,1.5,69.71000000000001,487677.78099999996,4797846.63,2021,4
2021-06-28,center owens,No,12,20.666666666666668,5.0,73.288,488587.78099999996,4797226.63,2021,3
2021-06-28,center owens,No,13,21.0,5.75,149.8582,487237.78099999996,4797826.63,2021,4
2021-06-29,upper rattlesnake,No,34,17.25,3.75,61.58939999999999,500357.78099999996,4804046.63,2021,4
2021-06-29,upper rattlesnake,Yes,13,25.75,5.25,45.254,500367.78099999996,4803166.63,2021,4
2021-06-29,upper rattlesnake,Yes,34,16.5,5.5,69.23599999999999,500287.78099999996,4803976.63,2021,4
2021-06-30,upper rattlesnake,No,1,6.333333333333333,1.0,41.524,500217.78099999996,4802626.63,2021,3
2021-06-30,upper rattlesnake,No,18,2.3333333333333335,0.3333333333333333,14.097999999999999,499867.78099999996,4803256.63,2021,3
2021-06-30,upper rattlesnake,No,26,25.25,3.25,72.0912,499957.78099999996,4801886.63,2021,4
2021-07-06,hogsback,No,3,17.0,2.75,124.98400000000001,503827.78099999996,4804286.63,2021,4
2021-07-06,hogsback,No,16,25.666666666666668,7.0,151.86599999999999,504387.78099999996,4804146.63,2021,3
2021-07-06,hogsback,No,21,19.75,5.5,66.562,504337.78099999996,4803616.63,2021,4
2021-07-06,hogsback,No,27,23.75,2.75,33.2102,502967.78099999996,4804296.63,2021,4
2021-07-06,hogsback,Yes,1,25.0,4.75,72.31,504567.78099999996,4804286.63,2021,4
2021-07-06,hogsback,Yes,6,16.5,3.25,130.506,503117.78099999996,4804316.63,2021,4
2021-07-06,hogsback,Yes,11,16.0,3.25,49.104,503337.78099999996,4804206.63,2021,4
2021-07-15,upper rattlesnake,No,31,24.25,7.5,142.36060000000003,500627.78099999996,4801956.63,2021,4
2021-07-15,upper rattlesnake,Yes,5,16.25,2.5,64.86200000000001,501507.78099999996,4803366.63,2021,4
2021-07-15,upper rattlesnake,Yes,7,24.75,5.25,115.61999999999999,501387.78099999996,4802436.63,2021,4
2021-07-15,upper rattlesnake,Yes,10,2.25,0.75,15.242,501327.78099999996,4803506.63,2021,4
2021-07-15,upper rattlesnake,Yes,23,17.0,3.5,161.2,501077.78099999996,4803066.63,2021,4
2021-07-15,upper rattlesnake,Yes,29,12.25,2.5,51.59459999999999,500997.78099999996,4802836.63,2021,4
2021-07-19,hogsback,No,6,18.25,3.0,79.5,504537.78099999996,4802246.63,2021,4
2021-07-19,hogsback,No,14,24.0,6.0,169.94400000000002,503937.78099999996,4801686.63,2021,4
2021-07-19,hogsback,No,19,4.0,0.75,21.28,504497.78099999996,4801816.63,2021,4
2021-07-19,hogsback,Yes,3,20.0,4.0,52.540000000000006,504837.78099999996,4804026.63,2021,4
2021-07-19,hogsback,Yes,4,24.5,4.75,98.17800000000001,502997.78099999996,4804336.63,2021,4
2021-07-19,hogsback,Yes,5,14.75,1.75,52.018,504617.78099999996,4803546.63,2021,4
2021-07-19,hogsback,Yes,8,13.25,1.5,24.762,504257.78099999996,4804016.63,2021,4
2021-07-19,hogsback,Yes,10,27.25,8.5,155.4,504727.78099999996,4804216.63,2021,4
2021-07-26,mid weiss G,No,10,18.0,3.25,39.11600000000001,486517.781,4790646.63,2021,4
2021-07-26,section 4,No,4,25.333333333333332,1.6666666666666667,46.93800000000001,487587.78099999996,4793986.63,2021,3
2021-07-26,section 4,No,6,23.75,5.0,60.61,487337.78099999996,4794326.63,2021,4
2021-07-26,section 4,No,7,20.5,1.5,115.2676,487707.78099999996,4794046.63,2021,4
2021-07-26,section 4,No,12,21.5,4.25,54.736000000000004,487887.78099999996,4793846.63,2021,4
2021-07-27,mid weiss G,No,3,23.75,8.75,94.10199999999999,486997.78099999996,4791086.63,2021,4
2021-07-27,mid weiss G,No,6,26.25,11.5,74.174,486847.78099999996,4791306.63,2021,4
2021-07-27,mid weiss G,No,15,21.75,8.75,65.64,486867.78099999996,4790686.63,2021,4
2021-07-27,mid weiss G,No,20,19.75,6.0,46.89399999999999,487137.78099999996,4790906.63,2021,4
2021-07-27,mid weiss G,No,25,20.0,5.0,60.016000000000005,486877.78099999996,4791126.63,2021,4
2021-07-28,mid weiss G,No,9,11.5,1.0,83.51599999999999,486487.781,4791206.63,2021,4
2021-07-28,mid weiss G,No,12,11.5,1.0,84.4594,486687.781,4790956.63,2021,4
2021-07-28,mid weiss G,No,21,19.0,3.3333333333333335,61.13399999999999,486827.78099999996,4790356.63,2021,3
2021-07-28,top,No,6,27.5,4.75,81.53540000000001,485457.781,4792786.63,2021,4
2021-07-28,top,No,7,17.666666666666668,6.333333333333333,82.254,485147.781,4792856.63,2021,3
2021-07-28,top,No,8,27.25,5.0,101.862,485437.781,4791876.63,2021,4
2021-08-02,north owens,No,7,19.0,5.75,74.004,488707.78099999996,4799016.63,2021,4
2021-08-02,north owens,No,9,16.666666666666668,1.6666666666666667,58.40200000000001,487787.78099999996,4798016.63,2021,3
2021-08-02,north owens,No,11,21.25,6.5,67.99600000000001,488617.78099999996,4798926.63,2021,4
2021-08-02,top,No,1,15.75,5.75,66.82000000000001,484517.781,4792596.63,2021,4
2021-08-02,top,No,2,23.75,8.5,114.746,484067.781,4792576.63,2021,4
2021-08-02,top,No,3,26.666666666666668,11.666666666666666,59.611999999999995,484487.781,4793736.63,2021,3
2021-08-02,top,No,4,16.333333333333332,6.0,103.552,484917.781,4793626.63,2021,3
2021-08-02,top,No,5,24.25,4.25,48.79,485057.781,4792466.63,2021,4
2021-08-02,top,No,10,15.25,2.5,23.442,484307.781,4792736.63,2021,4
2021-08-02,top,No,12,28.0,4.75,25.078,484337.781,4793356.63,2021,4
2021-08-02,top,No,13,18.0,4.666666666666667,79.49199999999999,484427.781,4793536.63,2021,3
2021-08-02,top,No,14,18.0,4.333333333333333,64.295,484657.781,4793586.63,2021,3
2021-08-03,north owens,Yes,3,30.0,1.0,29.688,489067.78099999996,4798606.63,2021,4
2021-08-09,north owens,Yes,5,20.333333333333332,2.6666666666666665,55.88739999999999,488957.78099999996,4798676.63,2021,3
2021-08-11,north owens,No,1,17.5,0.25,27.488,488447.78099999996,4799306.63,2021,4
2021-08-11,north owens,No,2,8.666666666666666,0.6666666666666666,6.586000000000001,488047.78099999996,4799106.63,2021,3
2021-08-11,north owens,No,3,19.75,0.5,63.260000000000005,487917.78099999996,4798466.63,2021,4
2021-08-11,north owens,No,4,0.0,0.0,8.764,487657.78099999996,4799346.63,2021,3
2021-08-11,north owens,No,5,20.25,1.5,62.8,487647.78099999996,4798656.63,2021,4
2021-08-11,north owens,No,8,13.5,1.5,46.198,487787.78099999996,4798726.63,2021,4
2021-08-11,north owens,No,10,15.333333333333334,0.3333333333333333,28.651,489137.78099999996,4799196.63,2021,3
2021-08-11,north owens,Yes,1,17.25,6.75,84.114,489387.78099999996,4798226.63,2021,4
2021-08-11,north owens,Yes,2,18.75,4.25,43.135600000000004,489087.78099999996,4798826.63,2021,4
2021-08-11,north owens,Yes,4,32.0,3.75,65.352,488907.78099999996,4798256.63,2021,4
2021-08-11,north owens,Yes,6,14.0,3.0,42.794000000000004,488927.78099999996,4798036.63,2021,4
2021-08-11,north owens,Yes,7,9.666666666666666,0.3333333333333333,33.48,489447.78099999996,4798356.63,2021,3
2021-08-11,north owens,Yes,8,19.666666666666668,3.0,56.577999999999996,489197.78099999996,4798516.63,2021,3
2021-08-11,north owens,Yes,9,12.5,1.0,18.128,489337.78099999996,4797976.63,2021,4
2021-08-11,north owens,Yes,10,21.5,5.25,64.278,488937.78099999996,4798486.63,2021,4
2021-08-11,north owens,Yes,11,15.0,3.0,34.3,489097.78099999996,4798316.63,2021,4
2021-08-11,north owens,Yes,12,24.0,3.6666666666666665,92.73799999999999,489187.78099999996,4798366.63,2021,3
2021-08-11,north owens,Yes,13,15.666666666666666,2.0,102.894,489307.78099999996,4798336.63,2021,3
2021-08-12,north school section,No,1,29.25,7.25,100.25999999999999,501827.78099999996,4805606.63,2021,4
2021-08-12,north school section,No,2,23.0,5.666666666666667,160.556,502777.78099999996,4805636.63,2021,3
2021-08-12,north school section,No,3,29.0,10.0,112.102,502117.78099999996,4805536.63,2021,4
2021-08-12,north school section,No,4,12.5,0.25,20.968,501917.78099999996,4806326.63,2021,4
2021-08-12,north school section,No,5,15.25,2.25,65.658,502027.78099999996,4805676.63,2021,4
2021-08-12,north school section,No,6,16.25,3.5,79.288,503247.78099999996,4805486.63,2021,4
2021-08-12,north school section,No,7,14.5,3.0,66.61,503297.78099999996,4804786.63,2021,4
2021-08-12,north school section,No,8,21.5,4.0,74.5646,502847.78099999996,4805786.63,2021,4
2021-08-12,north school section,No,9,8.75,0.75,20.592000000000002,501747.78099999996,4804706.63,2021,4
2021-08-12,north school section,No,10,25.666666666666668,4.0,82.254,502157.78099999996,4805676.63,2021,3
2021-08-12,north school section,No,11,27.5,8.25,122.1998,502407.78099999996,4805766.63,2021,4
2021-08-12,north school section,No,12,24.75,6.25,86.96799999999999,501937.78099999996,4804526.63,2021,4
2021-08-12,north school section,Yes,1,25.0,5.75,69.66999999999999,502387.78099999996,4805926.63,2021,4
2021-08-12,north school section,Yes,2,14.0,1.5,59.61600000000001,501777.78099999996,4805346.63,2021,4
2021-08-12,north school section,Yes,3,16.25,2.75,85.084,502747.78099999996,4805986.63,2021,4
2021-08-12,north school section,Yes,4,25.75,4.75,124.55600000000001,502847.78099999996,4804426.63,2021,4
2021-08-16,rattlesnake,No,5,11.0,1.0,47.168000000000006,501607.78099999996,4805576.63,2021,4
2021-08-16,rattlesnake,No,6,26.0,5.5,185.54399999999998,501357.78099999996,4805296.63,2021,4
2021-08-16,rattlesnake,No,8,24.25,3.0,126.08200000000001,500917.78099999996,4805746.63,2021,4
2021-08-16,rattlesnake,No,9,30.666666666666668,0.6666666666666666,90.89,500477.78099999996,4805196.63,2021,3
2021-08-16,rattlesnake,No,10,17.75,4.25,86.172,501387.78099999996,4806056.63,2021,4
2021-08-16,rattlesnake,Yes,1,15.75,2.0,43.454,501717.78099999996,4805106.63,2021,4
2021-08-16,rattlesnake,Yes,2,12.5,3.25,26.834,501337.78099999996,4805636.63,2021,4
2021-08-16,rattlesnake,Yes,3,4.25,0.5,9.29,501407.78099999996,4805486.63,2021,4
2021-08-16,rattlesnake,Yes,4,4.75,0.5,8.144,501497.78099999996,4805066.63,2021,4
2021-08-16,rattlesnake,Yes,5,12.5,2.25,49.443999999999996,501377.78099999996,4805106.63,2021,4
2021-08-16,rattlesnake,Yes,6,11.333333333333334,1.0,23.05999999999999,501607.78099999996,4805496.63,2021,3
2021-08-16,rattlesnake,Yes,7,1.25,0.25,10.332,501507.78099999996,4805466.63,2021,4
2021-08-16,rattlesnake,Yes,9,12.5,1.5,30.884000000000004,500277.78099999996,4805466.63,2021,4
2021-08-16,rattlesnake,Yes,10,10.333333333333334,1.3333333333333333,47.208000000000006,500757.78099999996,4805486.63,2021,3
2021-08-17,rattlesnake,No,1,29.25,17.25,147.926,500597.78099999996,4804626.63,2021,4
2021-08-17,rattlesnake,No,3,51.0,17.0,137.706,500687.78099999996,4804566.63,2021,4
2022-06-03,upper rattlesnake,Yes,13,19.75,2.75,89.652,500367.78099999996,4803166.63,2022,4
2022-06-03,upper rattlesnake,Yes,44,14.0,3.75,82.62800000000001,500367.78099999996,4803066.63,2022,4
2022-06-09,hogsback,Yes,5,17.333333333333332,2.3333333333333335,37.300000000000004,504617.78099999996,4803546.63,2022,3
2022-06-16,hogsback,Yes,4,22.666666666666668,7.0,198.282,502997.78099999996,4804336.63,2022,3
2022-06-16,hogsback,Yes,6,16.75,5.75,146.598,503117.78099999996,4804316.63,2022,4
2022-06-22,upper rattlesnake,No,14,18.75,4.75,165.816,500747.78099999996,4803596.63,2022,4
2022-06-22,upper rattlesnake,No,34,38.25,7.25,80.44319999999999,500357.78099999996,4804046.63,2022,4
2022-06-22,upper rattlesnake,Yes,23,27.5,5.25,182.048,501077.78099999996,4803066.63,2022,4
2022-06-23,hogsback,No,14,55.75,15.5,416.3280000000001,503937.78099999996,4801686.63,2022,4
2022-06-23,hogsback,No,16,31.0,6.75,383.1120000000001,504387.78099999996,4804146.63,2022,4
2022-06-23,hogsback,No,21,16.0,0.0,86.83800000000001,504337.78099999996,4803616.63,2022,4
2022-08-02,north school section,Yes,3,11.25,1.25,45.446,502747.78099999996,4805986.63,2022,4
2022-08-03,north school section,No,8,16.25,4.0,96.67660000000001,502847.78099999996,4805786.63,2022,4
2022-08-03,north school section,No,11,29.5,5.75,87.07799999999999,502407.78099999996,4805766.63,2022,4
2022-08-03,north school section,Yes,1,7.25,0.75,16.732,502387.78099999996,4805926.63,2022,4
2022-08-10,rattlesnake,No,6,44.666666666666664,6.333333333333333,116.44,501357.78099999996,4805296.63,2022,3
2022-08-10,rattlesnake,Yes,4,11.0,0.75,42.246,501497.78099999996,4805066.63,2022,4
2022-08-10,rattlesnake,Yes,7,9.75,3.0,61.106,501507.78099999996,4805466.63,2022,4
2022-08-11,rattlesnake,No,7,49.0,13.333333333333334,202.35199999999998,500617.78099999996,4804866.63,2022,3
