year,date,point,High_cm,Low_cm,Mean.GPS_E.Biomass,Mean.GPS_N.Biomass
2024,2024-07-15,L6.6,20.789473684210527,3.263157894736842,496155.0,4817563.0
2024,2024-07-15,L4.8,35.9375,3.8125,510077.74,4798023.91
2024,2024-07-15,E52.4,25.5,5.777777777777778,488385.26,4803157.39
2024,2024-07-15,E52.2,14.05,4.1,487893.2,4803222.36
2024,2024-07-15,E51.3,22.529411764705884,3.235294117647059,492012.74,4803904.96
2024,2024-07-15,E51.4,17.235294117647058,1.5294117647058822,491839.81,4803766.52
2024,2024-07-15,E51.1,20.45,5.5,492397.01,4804230.42
2024,2024-07-15,A1.1,17.9,5.85,495494.0,4817832.0
2024,2024-07-15,E52.1,22.0,3.473684210526316,487637.21,4803213.31
2024,2024-07-16,ROTH143_P,8.5,1.2,499623.59,4804579.25
2024,2024-07-16,L8.3,20.785714285714285,3.0714285714285716,499873.0,4824900.0
2024,2024-07-16,L7.6,24.210526315789473,2.0526315789473686,496442.0,4825614.0
2024,2024-07-16,L7.1,33.75,5.375,497626.0,4825447.0
2024,2024-07-16,E9.2,16.705882352941178,1.6470588235294117,498701.0,4824545.0
2024,2024-07-16,E9.1,17.15,2.3,498686.0,4824794.0
2024,2024-07-16,E8.6,25.5,5.3125,497161.0,4825010.0
2024,2024-07-16,E8.1,15.3,1.55,498400.0,4825084.0
2024,2024-07-16,E7.4,20.72222222222222,2.3333333333333335,499316.0,4824712.0
2024,2024-07-16,E7.2,23.1875,4.0625,499218.0,4825190.0
2024,2024-07-16,E49.6,28.944444444444443,6.055555555555555,490905.17,4805329.21
2024,2024-07-16,E49.3,14.555555555555555,2.4444444444444446,491636.85,4805498.12
2024,2024-07-16,E49.1,16.15,2.0,492124.96,4805592.0
2024,2024-07-16,A3.1,12.35,3.0,502075.45,4802244.13
2024,2024-07-17,ROTH143_O,20.9,2.8,499129.52,4804838.76
2024,2024-07-17,ROTH114_P,13.2,2.85,499582.34,4804322.66
2024,2024-07-17,ROTH114_O,29.157894736842106,7.578947368421052,499845.5,4805744.47
2024,2024-07-17,ROTH114_C,9.2,1.5,498710.17,4803998.53
2024,2024-07-17,ROTH101_O,26.705882352941178,6.470588235294118,499565.3,4806954.61
2024,2024-07-17,ROTH101_C,23.375,6.3125,499980.1,4807402.47
2024,2024-07-17,E7.5,11.9,2.2,499224.0,4824478.0
2024,2024-07-17,E21.8,31.35,10.25,499118.0,4816273.0
2024,2024-07-17,L8.8,16.733333333333334,2.0,500725.0,4823993.0
2024,2024-07-17,E20.4,33.44444444444444,3.1666666666666665,500268.0,4816287.0
2024,2024-07-17,E18.8,23.666666666666668,4.0,502185.0,4818393.0
2024,2024-07-17,E18.4,16.75,2.25,501243.0,4818717.0
2024,2024-07-17,E18.2,16.705882352941178,3.9411764705882355,500764.0,4818877.0
2024,2024-07-17,E10.3,8.85,1.65,499604.0,4823338.0
2024,2024-07-17,C10.6,12.75,2.6,500730.0,4818353.0
2024,2024-07-17,C10.1,10.210526315789474,1.7894736842105263,499875.0,4819245.0
2024,2024-07-17,A2.1,22.55,5.45,495536.92,4811124.24
2024,2024-07-17,E20.7,23.857142857142858,4.142857142857143,501011.0,4816236.0
2024,2024-07-18,ROTH101_P,11.65,2.1,498243.27,4806483.87
2024,2024-07-18,E39.6,38.85,3.75,495520.95,4810353.48
2024,2024-07-18,E39.4,52.0,11.7,495185.1,4810725.95
2024,2024-07-18,E21.6,40.94736842105263,8.421052631578947,499297.0,4816736.0
2024,2024-07-18,E23.4,22.526315789473685,6.578947368421052,497356.0,4816762.0
2024,2024-07-18,C9.6,25.35,7.0,498789.0,4816560.0
2024,2024-07-18,E23.8,28.3,9.55,498291.0,4816422.0
2024,2024-07-22,E33.8,21.35,4.5,495100.74,4811659.28
2024,2024-07-22,E39.1,23.05263157894737,3.526315789473684,494726.13,4811311.55
2024,2024-07-22,E35.3,22.05263157894737,2.8421052631578947,494808.6,4812885.2
2024,2024-07-22,E35.1,20.0625,2.625,494986.74,4812397.87
2024,2024-07-22,E33.5,19.235294117647058,1.4705882352941178,495780.78,4811878.87
2024,2024-07-22,C4.4,15.95,2.4,494514.0,4811371.0
2024,2024-07-22,C4_P/C4.8,28.076923076923077,4.076923076923077,494403.97,4812287.98
2024,2024-07-22,C4_O/C4.5,14.1,2.0,494369.13,4811610.27
2024,2024-07-22,C4_C/E36.3,23.263157894736842,5.526315789473684,493763.83,4811891.21
2024,2024-07-22,E33.3,32.68421052631579,3.1052631578947367,496236.12,4812058.87
2024,2024-07-23,C6.7,29.35,7.2,501688.05,4812905.48
2024,2024-07-23,C7.2,25.77777777777778,4.888888888888889,499803.11,4814229.2
2024,2024-07-23,C7.7,31.166666666666668,4.944444444444445,500667.64,4813327.37
2024,2024-07-23,C9.1,22.9,7.7,498816.0,4815308.0
2024,2024-07-23,E22.6,33.1,7.4,497627.0,4817318.0
2024,2024-07-23,E26.1,36.705882352941174,7.117647058823529,499697.52,4813867.03
2024,2024-07-23,E26.3,19.1,1.8,499411.67,4813459.19
2024,2024-07-23,E26.5,17.944444444444443,2.1666666666666665,499122.28,4813050.41
2024,2024-07-24,L5.2,28.68421052631579,3.3684210526315788,494755.0,4816290.0
2024,2024-07-24,E30_P/E30.3,14.526315789473685,1.9473684210526316,492697.0,4815860.0
2024,2024-07-24,E30_O/E30.6,41.333333333333336,2.8333333333333335,493404.0,4815850.0
2024,2024-07-24,E22.8,30.68421052631579,10.210526315789474,498019.88,4817003.15
2024,2024-07-24,E23.2,15.277777777777779,1.6666666666666667,496882.42,4816923.8
2024,2024-07-24,E22.2,36.916666666666664,7.833333333333333,496851.46,4817942.14
2024,2024-07-24,E30_C,30.75,5.65,492851.0,4815618.0
2024,2024-07-29,E55.5,24.083333333333332,2.6666666666666665,483581.69,4803804.65
2024,2024-07-29,C2_C/C2.1,15.3,1.8,488908.0,4812386.0
2024,2024-07-29,C2_O/E37.2,15.45,1.0,489552.25,4813605.64
2024,2024-07-29,C2_P/C2.7,15.3,2.25,490407.91,4812396.43
2024,2024-07-29,E46.2,21.058823529411764,2.235294117647059,484497.0,4812817.0
2024,2024-07-29,E46.5,13.95,1.4,485177.0,4812470.0
2024,2024-07-29,E46.7,19.72222222222222,2.5,485608.0,4812223.0
2024,2024-07-29,L5.7,22.88888888888889,2.888888888888889,493844.29,4817150.1
